MonitoringLocationID,MonitoringLocationName,Date,Characteristic,Value,Unit,Latitude,Longitude,Year
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-02-02,"Temperature, water",2.2,deg C,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP10,Little Arkansas River,2021-05-05,Heptachlor,0.1,ug/L,37.722646,-97.358462,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-05,Trifluralin,0.1,ug/L,38.163689,-97.097927,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Iron,106.0,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Aluminum,1120.0,ug/L,38.10035,-98.509398,2021
KICKAPOO07-DH.2019.WQ 10,DH.2019.WQ 10 Tributary130th,2021-11-29,Total hardness,330.0,mg/L,39.69381,-95.65783,2021
KICKAPOO07-DH.2019.WQ 05,DH.2019.WQ 05 Dam,2021-11-22,Barium,0.18,mg/L,39.66022,-95.64458,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,Simazine,0.05,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,Naphthalene,0.04,ug/L,38.163689,-97.097927,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-10-05,Magnesium,26.0,mg/L,39.2658,-95.8864,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-09-22,Selenium,1.1,ug/L,39.2658,-95.8864,2021
KICKAPOO07-DH.2019.WQ 19,DH.2019.WQ 19 CoyoteK20,2021-11-22,Barium,0.11,mg/L,39.6682,-95.71403,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-10-19,"Total Nitrogen, mixed forms",0.28,mg/L,39.2658,-95.8864,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-09-22,Magnesium,24.0,mg/L,39.2658,-95.8864,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-04-07,Kjeldahl nitrogen,0.751,mg/L,39.980149,-97.003893,2021
PRAIRIEBAND-LSCO3,Little Soldier Creek #3,2021-09-09,Boron,0.06,mg/L,39.3225,-95.7758,2021
EPA_R7_WQX-RSTIP02,Sevenmile Creek,2021-05-04,Bromacil,0.1,ug/L,39.149088,-96.718446,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-10-19,Chloride,25.0,mg/L,39.3758,-95.9183,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-05,Copper,5.0,ug/L,38.163689,-97.097927,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Arsenic,25.0,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-17,.gama.-Hexachlorocyclohexane,0.02,ug/L,39.472247,-96.832223,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,Atrazine,3.2,ug/L,38.163689,-97.097927,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-17,Dicamba,0.05,ug/L,39.472247,-96.832223,2021
NARS_WQX-NWC_KS-10142,NWC_KS-10142,2021-07-14,Sulfate,0.91,mg/L,37.639357,-97.134782,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-05,Estrone,2.5,ug/L,38.486057,-96.691025,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Thallium,50.0,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-17,Molybdenum,15.0,ug/L,39.472247,-96.832223,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-17,Potassium,4.29,mg/L,39.472247,-96.832223,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-09-21,Silver,25.0,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,Acetochlor,0.12,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-05,m-Dichlorobenzene,0.1,ug/L,38.486057,-96.691025,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-10-05,Kjeldahl nitrogen,0.59,mg/L,39.3758,-95.9183,2021
EPA_R7_WQX-RSTIP04,Saline River,2021-05-04,"p,p'-DDT",0.1,ug/L,38.877043,-97.52317,2021
EPA_R7_WQX-RSTIP04,Saline River,2021-05-04,Fipronil Sulfone,0.05,ug/L,38.877043,-97.52317,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-18,Barium,110.0,ug/L,38.43461,-96.54928,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-10-13,Boron,0.068,mg/L,39.2658,-95.8864,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,Dichlorprop,0.05,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,Dicamba,0.05,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Chrysene,0.1,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-18,Naproxen,0.1,ug/L,38.486057,-96.691025,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,Carbamazepine,0.1,ug/L,38.163689,-97.097927,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-09-22,Vanadium,10.0,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP10,Little Arkansas River,2021-05-05,.beta.-Endosulfan,1.0,ug/L,37.722646,-97.358462,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-02-02,Kjeldahl nitrogen,0.531,mg/L,39.980149,-97.003893,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-08-26,Fluoride,0.32,mg/L,39.3758,-95.9183,2021
EPA_R7_WQX-RSTIP02,Sevenmile Creek,2021-05-17,Phenanthrene,0.02,ug/L,39.149088,-96.718446,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,Nickel,20.0,ug/L,38.10035,-98.509398,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-08-26,"Total Phosphorus, mixed forms",0.16,mg/L,39.3758,-95.9183,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-03-09,Velocity-discharge,200.0,cfs,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-09-21,Fluoride,0.215,mg/L,38.486057,-96.691025,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-18,"1,2-Dibromo-3-chloropropane",0.1,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-18,Malaoxon,0.05,ug/L,38.43461,-96.54928,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-10-19,"Total Phosphorus, mixed forms",0.14,mg/L,39.3758,-95.9183,2021
KICKAPOO07-DH.2019.WQ 11,DH.2019.WQ 11 Falconnorth,2021-11-22,Turbidity,6.8,NTU,39.683102,-95.67641,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-08-19,Alkalinity,200.0,mg/L,39.2658,-95.8864,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-09-28,Strontium,1.3,mg/L,39.3758,-95.9183,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-11-01,"Total Phosphorus, mixed forms",0.772,mg/L,39.980149,-97.003893,2021
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2021-04-06,Chloride,43.1,mg/L,39.992569,-97.931967,2021
EPA_R7_WQX-RSTIP04,Saline River,2021-05-04,Sulfate,365.0,mg/L,38.877043,-97.52317,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Endrin ketone,0.1,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,Chlorpyrifos,0.02,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-09-21,Nitrate,0.153,mg/L,38.486057,-96.691025,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Ethinyl estradiol,2.5,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-04,Diazinon,0.1,ug/L,39.472247,-96.832223,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-09-21,Copper,5.0,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP04,Saline River,2021-05-04,Acetaminophen,0.1,ug/L,38.877043,-97.52317,2021
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2021-11-29,Ethylene dibromide,0.01,ug/L,39.67315,-95.67643,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-04,Tris(2-chloroethyl) phosphate,0.1,ug/L,39.472247,-96.832223,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-18,Alachlor,0.04,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP02,Sevenmile Creek,2021-05-04,Chlorpyrifos,0.1,ug/L,39.149088,-96.718446,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-18,Thallium,50.0,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Propachlor,0.05,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Phenanthrene,0.1,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Sodium,830.0,mg/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Dibutyl phthalate,0.1,ug/L,38.10035,-98.509398,2021
NARS_WQX-NWC_KS-10102,NWC_KS-10102,2021-07-09,pH,8.1307315826416,,38.07983,-98.06508,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-09-06,Atrazine,0.45,ug/L,39.980149,-97.003893,2021
KICKAPOO07-DH.2019.WQ 10,DH.2019.WQ 10 Tributary130th,2021-11-29,pH,8.3,,39.69381,-95.65783,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-09-22,Turbidity,27.0,NTU,39.2658,-95.8864,2021
NARS_WQX-NWC_KS-10102,NWC_KS-10102,2021-06-14,True color,73.0,PCU,38.07983,-98.06508,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-09-22,Potassium,4.1,mg/L,39.3758,-95.9183,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Tris(2-chloroethyl) phosphate,0.1,ug/L,38.43461,-96.54928,2021
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2021-05-06,Atrazine,4.03,ug/L,39.992569,-97.931967,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-10-13,Copper,1.7,ug/L,39.3758,-95.9183,2021
EPA_R7_WQX-RSTIP04,Saline River,2021-05-04,Bromide,0.101,mg/L,38.877043,-97.52317,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,Dichlorprop,0.05,ug/L,38.10035,-98.509398,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-12-13,Sulfate,44.5,mg/L,39.980149,-97.003893,2021
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2021-08-04,"Total Phosphorus, mixed forms",0.311,mg/L,39.992569,-97.931967,2021
KICKAPOO07-DH.2019.WQ 08,DH.2019.WQ 08 Squaw160th,2021-11-29,Barium,0.19,mg/L,39.73976,-95.66889,2021
KICKAPOO07-DH.2019.WQ 12,DH.2019.WQ 12 Falconsouth,2021-11-29,Turbidity,2.9,NTU,39.67315,-95.67643,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-11-01,Turbidity,63.0,NTU,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP04,Saline River,2021-05-04,Simazine,0.05,ug/L,38.877043,-97.52317,2021
EPA_R7_WQX-RSTIP02,Sevenmile Creek,2021-05-04,Triclocarban,0.2,ug/L,39.149088,-96.718446,2021
11NPSWRD_WQX-HTLN_TAPR_MID23,TAPR Middle Site 23,2021-09-08,Turbidity,14.89824,FNU,38.442144,-96.594618,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-18,Dimethenamid,0.02,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Diethyl phthalate,0.1,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-05,Arsenic,25.0,ug/L,38.163689,-97.097927,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-09-22,Magnesium,17.0,mg/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-09-22,Silver,25.0,ug/L,38.10035,-98.509398,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-04-07,Sulfate,52.5,mg/L,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-18,Tris(2-chloroethyl) phosphate,0.02,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,Dieldrin,0.02,ug/L,38.163689,-97.097927,2021
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2021-02-03,Kjeldahl nitrogen,0.61,mg/L,39.992569,-97.931967,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Bromide,0.05,mg/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP10,Little Arkansas River,2021-09-21,Calcium,57.4,mg/L,37.722646,-97.358462,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-01-11,Arsenic,3.9,ug/L,39.980149,-97.003893,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-10-13,Uranium,2.3,ug/L,39.3758,-95.9183,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-17,"2,4,5-Trichlorophenol",0.2,ug/L,39.472247,-96.832223,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-04,"p,p'-Methoxychlor",0.1,ug/L,39.472247,-96.832223,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-09-21,Cadmium,3.0,ug/L,39.472247,-96.832223,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-08-05,Velocity-discharge,83.7,cfs,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-17,Bromide,0.05,mg/L,39.472247,-96.832223,2021
KICKAPOO07-DH.2019.WQ 09,DH.2019.WQ 09 Squaw150th,2021-11-29,Magnesium,24.0,mg/L,39.72529,-95.66852,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,Molybdenum,15.0,ug/L,38.163689,-97.097927,2021
EPA_R7_WQX-RSTIP10,Little Arkansas River,2021-05-05,Fipronil,0.05,ug/L,37.722646,-97.358462,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-18,Dimethyl phthalate,0.1,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Isophorone,0.1,ug/L,38.43461,-96.54928,2021
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2021-10-05,Chromium,2.1,ug/L,39.992569,-97.931967,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,o-Dichlorobenzene,0.02,ug/L,38.10035,-98.509398,2021
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2021-12-14,"Temperature, water",2.4,deg C,39.992569,-97.931967,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-09-28,"Total Nitrogen, mixed forms",1.24,mg/L,39.3758,-95.9183,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,Pendimethalin,0.02,ug/L,38.163689,-97.097927,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-05,Isophorone,0.1,ug/L,38.486057,-96.691025,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-18,Propachlor OA,0.05,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP10,Little Arkansas River,2021-05-05,Atrazine,0.15,ug/L,37.722646,-97.358462,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-08-26,Iron,0.99,mg/L,39.2658,-95.8864,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-09-28,Silica,15.0,mg/L,39.2658,-95.8864,2021
EPA_R7_WQX-RSTIP02,Sevenmile Creek,2021-05-17,Diazinon,0.02,ug/L,39.149088,-96.718446,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-08-26,Manganese,0.23,mg/L,39.2658,-95.8864,2021
EPA_R7_WQX-RSTIP10,Little Arkansas River,2021-05-05,Diazinon,0.05,ug/L,37.722646,-97.358462,2021
EPA_R7_WQX-RSTIP10,Little Arkansas River,2021-05-05,Ethinyl estradiol,2.5,ug/L,37.722646,-97.358462,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,Fluoranthene,0.02,ug/L,38.163689,-97.097927,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-01-11,Chloride,38.3,mg/L,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-18,Acetochlor OA,0.1,ug/L,38.43461,-96.54928,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-09-22,Strontium,1.2,mg/L,39.2658,-95.8864,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,Propachlor OA,0.05,ug/L,38.163689,-97.097927,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-04,BDE-003,0.1,ug/L,39.472247,-96.832223,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-04-07,pH,8.2,,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol",0.1,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-04,Ethinyl estradiol,2.5,ug/L,39.472247,-96.832223,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-05,.beta.-Hexachlorocyclohexane,0.1,ug/L,38.163689,-97.097927,2021
KICKAPOO07-DH.2019.WQ 10,DH.2019.WQ 10 Tributary130th,2021-11-16,Uranium,3.1,ug/L,39.69381,-95.65783,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-17,"p,p'-DDD",0.02,ug/L,39.472247,-96.832223,2021
EPA_R7_WQX-RSTIP04,Saline River,2021-05-04,Pendimethalin,0.1,ug/L,38.877043,-97.52317,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,Dimethenamid,0.02,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-04,Metribuzin,0.05,ug/L,39.472247,-96.832223,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,"p,p'-DDE",0.1,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,Cadmium,3.0,ug/L,38.163689,-97.097927,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,Alachlor OA,0.05,ug/L,38.10035,-98.509398,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-09-28,Silica,17.0,mg/L,39.3758,-95.9183,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-06-02,Total suspended solids,198.0,mg/L,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP02,Sevenmile Creek,2021-05-17,.gama.-Hexachlorocyclohexane,0.02,ug/L,39.149088,-96.718446,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-18,Metribuzin,0.05,ug/L,38.486057,-96.691025,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-10-05,Uranium,2.6,ug/L,39.3758,-95.9183,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-18,Diazinon,0.02,ug/L,38.486057,-96.691025,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Bromide,0.05,mg/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-05,Fluoranthene,0.1,ug/L,38.163689,-97.097927,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-08-31,Calcium,73.0,mg/L,39.2658,-95.8864,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-05,Thallium,50.0,ug/L,38.486057,-96.691025,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Hexachlorobenzene,0.1,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Pendimethalin,0.1,ug/L,38.10035,-98.509398,2021
KICKAPOO07-DH.2019.WQ 08,DH.2019.WQ 08 Squaw160th,2021-11-22,Potassium,6.6,mg/L,39.73976,-95.66889,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-11-01,Kjeldahl nitrogen,0.506,mg/L,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-09-21,Magnesium,40.6,mg/L,39.472247,-96.832223,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-08-31,Kjeldahl nitrogen,0.52,mg/L,39.2658,-95.8864,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Pendimethalin,0.1,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP02,Sevenmile Creek,2021-05-04,"2,4,6-Trichlorophenol",0.1,ug/L,39.149088,-96.718446,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Estradiol,0.25,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-18,Diisooctyl phthalate,1.0,ug/L,38.486057,-96.691025,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,Endrin,0.2,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP02,Sevenmile Creek,2021-05-17,Anthracene,0.02,ug/L,39.149088,-96.718446,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,Dicamba,1.6,ug/L,38.163689,-97.097927,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-09-22,Sodium,766.0,mg/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP02,Sevenmile Creek,2021-05-04,Fipronil Sulfone,0.05,ug/L,39.149088,-96.718446,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-18,Propachlor,0.2,ug/L,38.486057,-96.691025,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Magnesium,13.0,mg/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,"2,4-D",0.05,ug/L,38.43461,-96.54928,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-10-11,Nitrate + Nitrite,1.33,mg/L,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-05,Permethrin,5.0,ug/L,38.486057,-96.691025,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,"p,p'-DDD",0.02,ug/L,38.10035,-98.509398,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-05-03,Turbidity,19.0,NTU,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Warfarin,0.05,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-05,Metolachlor,0.05,ug/L,38.486057,-96.691025,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-08-05,"Temperature, water",26.2,deg C,39.980149,-97.003893,2021
EPA_R7_WQX-RSTIP04,Saline River,2021-05-04,Testosterone,2.5,ug/L,38.877043,-97.52317,2021
PRAIRIEBAND-SCO3,Big Soldier Creek #3,2021-08-19,Specific conductance,530.0,umho/cm,39.3758,-95.9183,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-18,Beryllium,3.0,ug/L,38.43461,-96.54928,2021
KICKAPOO07-DH.2019.WQ 19,DH.2019.WQ 19 CoyoteK20,2021-11-29,Zinc,0.013,mg/L,39.6682,-95.71403,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-17,"2,4,6-Trichlorophenol",0.2,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP02,Sevenmile Creek,2021-05-17,Propachlor,0.2,ug/L,39.149088,-96.718446,2021
21NEB001_WQX-SLB1LBLUE000,"Little Blue River west of Hollenberg, KS",2021-12-13,Dissolved oxygen (DO),15.0,mg/L,39.980149,-97.003893,2021
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2021-08-04,Total suspended solids,19.0,mg/L,39.992569,-97.931967,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Phenanthrene,0.1,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-17,"2,4,5-T",0.05,ug/L,39.472247,-96.832223,2021
21NEB001_WQX-SRE1REPUB000,Republican River south of Hardy,2021-06-10,"Temperature, water",27.4,deg C,39.992569,-97.931967,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Tris(2-butoxyethyl) phosphate,0.1,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-09-21,Calcium,93.4,mg/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,Malathion,0.1,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP07,Fox Creek,2021-05-05,Pendimethalin,0.1,ug/L,38.43461,-96.54928,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,2-Chloronaphthalene,0.4,ug/L,38.163689,-97.097927,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-09-22,Barium,0.19,mg/L,39.2658,-95.8864,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-10-19,Kjeldahl nitrogen,0.28,mg/L,39.2658,-95.8864,2021
EPA_R7_WQX-RSTIP05,Rattlesnake Creek,2021-05-04,"p,p'-Methoxychlor",0.1,ug/L,38.10035,-98.509398,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-09-21,Antimony,50.0,ug/L,38.486057,-96.691025,2021
PRAIRIEBAND-SCO7,Big Soldier Creek #7,2021-09-22,Potassium,4.3,mg/L,39.2658,-95.8864,2021
EPA_R7_WQX-RSTIP03,Fancy Creek,2021-05-04,Silver,25.0,ug/L,39.472247,-96.832223,2021
EPA_R7_WQX-RSTIP09,Doyle Creek,2021-05-18,Tebuthiuron,0.05,ug/L,38.163689,-97.097927,2021
EPA_R7_WQX-RSTIP08,Diamond Creek,2021-05-18,Alachlor ESA,0.1,ug/L,38.486057,-96.691025,2021
